well_id,barcode,mapped_batch_id,mapped_control,cpmd_pg,dmso_mM,pert_type,site_id,cell_tot,area,min_diameter,max_diameter,seeded,painted
E13,PB000093,0,0,4e-10,10.0,poscon,s1,224,119.99955390609183,0.7903731297769283,207.79231187206767,2023-07-04  10:21:30,2023-07-06  10:40:00
E13,PB000093,0,0,4e-10,10.0,poscon,s2,206,114.79711105346824,0.7035987062054806,209.27294948827648,2023-07-04  10:21:30,2023-07-06  10:40:00
E14,PB000090,1,1,1e-10,14079098.93766799,negcon,s1,24,69.45530492685648,0.9452704112294216,120.4816136447928,2023-07-04  10:45:30,2023-07-06  12:49:00
E14,PB000090,1,1,1e-10,14079098.93766799,negcon,s2,34,97.1076296084524,0.8300830987454596,164.42208259894198,2023-07-04  10:45:30,2023-07-06  12:49:00
E15,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,267,133.422780355832,0.818754149999359,217.42096166929983,2023-07-04  10:46:00,2023-07-06  12:49:00
E15,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,298,134.65011994793474,0.8086031902526203,217.2130301213154,2023-07-04  10:46:00,2023-07-06  12:49:00
E16,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,219,136.6068493383235,0.8171223596731645,227.4416442648682,2023-07-04  10:20:00,2023-07-06  10:40:00
E16,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,240,132.13875849546463,0.7925880795449912,218.7542907958388,2023-07-04  10:20:00,2023-07-06  10:40:00
E17,PB000101,1,1,1e-10,14079098.93766799,negcon,s1,190,128.81659992710675,0.7749166828660974,217.19963302922395,2023-07-04  10:23:30,2023-07-06  10:40:00
E17,PB000101,1,1,1e-10,14079098.93766799,negcon,s2,102,113.2481090766982,0.8457240004295289,194.0938521365284,2023-07-04  10:23:30,2023-07-06  10:40:00
E18,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,161,117.74157854553414,0.8110419632140763,198.6436604996289,2023-07-04  10:20:30,2023-07-06  10:40:00
E18,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,274,111.0987576929922,0.8055618679579529,188.34662201426704,2023-07-04  10:20:30,2023-07-06  10:40:00
E19,PB000091,3,0,4e-10,10.0,poscon,s1,84,10.634619832604344,0.8173992335124567,19.89157694222154,2023-07-04  10:21:00,2023-07-06  10:40:00
E19,PB000091,3,0,4e-10,10.0,poscon,s2,69,16.57108572050406,0.8382174366325381,23.9673746265128,2023-07-04  10:21:00,2023-07-06  10:40:00
E20,PB000094,1,1,1e-10,14079098.93766799,negcon,s1,164,121.6069127184756,0.8429047462517703,202.67951754644963,2023-07-04  10:46:30,2023-07-06  12:49:00
E20,PB000094,1,1,1e-10,14079098.93766799,negcon,s2,235,127.39988297508228,0.7547827223872675,219.1371099186996,2023-07-04  10:46:30,2023-07-06  12:49:00
E21,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,150,125.62886651920869,0.8340107984897969,201.86445761117835,2023-07-04  10:21:00,2023-07-06  10:40:00
E21,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,175,116.68942196124064,0.8075310798427969,194.97915506082376,2023-07-04  10:21:00,2023-07-06  10:40:00
E22,PB000094,3,0,4.0000000000000004e-11,1.0,poscon,s1,175,121.72149723949173,0.7615726003771041,218.6724386364445,2023-07-04  10:46:30,2023-07-06  12:49:00
E22,PB000094,3,0,4.0000000000000004e-11,1.0,poscon,s2,236,124.67982737175512,0.8019230298672618,209.74590256138737,2023-07-04  10:46:30,2023-07-06  12:49:00
E23,PB000096,1,1,1e-10,14079098.93766799,negcon,s1,255,128.50542671242488,0.8734782181205094,209.9070267358427,2023-07-04  10:47:00,2023-07-06  12:49:00
E23,PB000096,1,1,1e-10,14079098.93766799,negcon,s2,306,118.85800174601528,0.8226497911640157,202.78784627147803,2023-07-04  10:47:00,2023-07-06  12:49:00
F02,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,159,104.65846361661931,0.7948821831561333,191.1204656654396,2023-07-04  10:21:00,2023-07-06  10:40:00
F02,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,219,150.7315587753105,0.8510357989560862,236.43564720878263,2023-07-04  10:21:00,2023-07-06  10:40:00
F03,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,231,127.075215285274,0.8147123539272768,197.02678018072749,2023-07-04  10:20:30,2023-07-06  10:40:00
F03,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,207,107.71013085815495,0.825222074723587,174.73570556216134,2023-07-04  10:20:30,2023-07-06  10:40:00
F04,PB000102,0,0,4.0000000000000004e-11,1.0,poscon,s1,226,139.46385233312964,0.8416857997013167,219.93295048246512,2023-07-04  10:48:30,2023-07-06  12:49:00
F04,PB000102,0,0,4.0000000000000004e-11,1.0,poscon,s2,280,123.65153181874228,0.8052179682215099,209.39723886326607,2023-07-04  10:48:30,2023-07-06  12:49:00
F05,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,256,141.60462214588793,0.8113086749735361,226.41604128493523,2023-07-04  10:20:30,2023-07-06  10:40:00
F05,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,177,123.92304755810378,0.783927244144014,200.53693383890072,2023-07-04  10:20:30,2023-07-06  10:40:00
F06,PB000095,0,0,4.0000000000000004e-11,1.0,poscon,s1,213,123.82050888581637,0.7927631035649655,205.2924268004723,2023-07-04  10:22:00,2023-07-06  10:40:00
F06,PB000095,0,0,4.0000000000000004e-11,1.0,poscon,s2,286,121.26705519378754,0.7949814591657567,210.21218438170968,2023-07-04  10:22:00,2023-07-06  10:40:00
F07,PB000094,1,1,1e-10,14079098.93766799,negcon,s1,44,21.952930166444347,0.7683615712166976,44.05390932676018,2023-07-04  10:46:30,2023-07-06  12:49:00
F07,PB000094,1,1,1e-10,14079098.93766799,negcon,s2,48,13.712823734209737,0.8107507822562712,24.57111153301124,2023-07-04  10:46:30,2023-07-06  12:49:00
F08,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,140,130.6495166606899,0.799950907604865,214.0921480611714,2023-07-04  10:20:00,2023-07-06  10:40:00
F08,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,200,123.07428771832352,0.8045669645919018,207.67539739057264,2023-07-04  10:20:00,2023-07-06  10:40:00
F09,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,220,133.04320195410548,0.8151529511870825,225.50933211455504,2023-07-04  10:46:00,2023-07-06  12:49:00
F09,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,241,133.03167530416977,0.7948886146875597,229.21588417268748,2023-07-04  10:46:00,2023-07-06  12:49:00
F10,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,236,133.50770949389383,0.8049065484236833,216.4671853781178,2023-07-04  10:20:00,2023-07-06  10:40:00
F10,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,279,138.7377520789321,0.7951473180016557,229.8995369360188,2023-07-04  10:20:00,2023-07-06  10:40:00
F11,PB000090,1,1,1e-10,14079098.93766799,negcon,s1,151,117.5469951423027,0.8144029831128143,194.17293941063343,2023-07-04  10:45:30,2023-07-06  12:49:00
F11,PB000090,1,1,1e-10,14079098.93766799,negcon,s2,198,135.05420314890864,0.8095684353717052,212.5057971328002,2023-07-04  10:45:30,2023-07-06  12:49:00
F12,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,209,123.84467367047684,0.776777614806049,216.84854581008085,2023-07-04  10:46:00,2023-07-06  12:49:00
F12,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,224,127.29108238067306,0.8212601297180524,205.1161101413928,2023-07-04  10:46:00,2023-07-06  12:49:00
F13,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,34,17.20432407325214,0.7568041674158592,34.811114074496075,2023-07-04  10:21:00,2023-07-06  10:40:00
F13,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,23,89.06375997356137,0.849478121934664,156.6413105120649,2023-07-04  10:21:00,2023-07-06  10:40:00
F14,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,181,142.11953014054922,0.7935570997922882,242.2206584003981,2023-07-04  10:20:00,2023-07-06  10:40:00
F14,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,146,144.91666514226378,0.8370847290040894,236.318835124144,2023-07-04  10:20:00,2023-07-06  10:40:00
F15,PB000094,2,1,3.90625e-11,10.0,negcon,s1,250,134.12442112384548,0.842899301901356,212.44743453107836,2023-07-04  10:46:30,2023-07-06  12:49:00
F15,PB000094,2,1,3.90625e-11,10.0,negcon,s2,288,128.11166480140665,0.7772807203434084,215.3873766688655,2023-07-04  10:46:30,2023-07-06  12:49:00
F16,PB000089,0,0,4.0000000000000004e-11,1.0,poscon,s1,191,123.51563338468164,0.7851417727466538,199.64356110240135,2023-07-04  10:20:30,2023-07-06  10:40:00
F16,PB000089,0,0,4.0000000000000004e-11,1.0,poscon,s2,218,134.7458897918142,0.8015612160542567,216.19505707999605,2023-07-04  10:20:30,2023-07-06  10:40:00
F17,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,197,134.71870472850756,0.7685601492073636,230.23587901060225,2023-07-04  10:20:00,2023-07-06  10:40:00
F17,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,184,147.59761928847672,0.7779229689929328,239.62105867070076,2023-07-04  10:20:00,2023-07-06  10:40:00
F18,PB000092,0,0,4e-10,10.0,poscon,s1,252,127.99102892924908,0.7980855232556774,210.05590737788253,2023-07-04  10:46:00,2023-07-06  12:49:00
F18,PB000092,0,0,4e-10,10.0,poscon,s2,230,124.66180759798632,0.7587392084884663,207.3835208020948,2023-07-04  10:46:00,2023-07-06  12:49:00
F19,PB000095,3,0,3.90625e-11,10.0,poscon,s1,241,118.1224622478642,0.777446064366992,199.6444351792464,2023-07-04  10:22:00,2023-07-06  10:40:00
F19,PB000095,3,0,3.90625e-11,10.0,poscon,s2,278,126.00444437053248,0.8031327055759223,204.3787086130576,2023-07-04  10:22:00,2023-07-06  10:40:00
F20,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,280,129.6770160380673,0.797295769021175,213.11778110757515,2023-07-04  10:20:00,2023-07-06  10:40:00
F20,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,211,120.22253642351296,0.8421282813135555,200.0683642522347,2023-07-04  10:20:00,2023-07-06  10:40:00
F21,PB000093,1,1,1e-10,14079098.93766799,negcon,s1,213,121.46875597775124,0.7631277947970194,210.2447634325683,2023-07-04  10:21:30,2023-07-06  10:40:00
F21,PB000093,1,1,1e-10,14079098.93766799,negcon,s2,214,129.91934862312763,0.8016216841829954,212.1270614908803,2023-07-04  10:21:30,2023-07-06  10:40:00
F22,PB000091,3,0,4.0000000000000004e-11,1.0,poscon,s1,271,128.11229269024085,0.8276113866889229,213.0857056191041,2023-07-04  10:21:00,2023-07-06  10:40:00
F22,PB000091,3,0,4.0000000000000004e-11,1.0,poscon,s2,310,128.9398761604976,0.7947348141363225,211.19135760448836,2023-07-04  10:21:00,2023-07-06  10:40:00
F23,PB000094,2,1,4e-10,10.0,negcon,s1,169,113.54953982349024,0.7810963374370627,192.6346465081719,2023-07-04  10:46:30,2023-07-06  12:49:00
F23,PB000094,2,1,4e-10,10.0,negcon,s2,145,130.79194170655737,0.7685654470053183,221.2682608505388,2023-07-04  10:46:30,2023-07-06  12:49:00
G02,PB000090,1,1,1e-10,14079098.93766799,negcon,s1,255,122.52340453920972,0.8294261528571977,198.66454771225924,2023-07-04  10:45:30,2023-07-06  12:49:00
G02,PB000090,1,1,1e-10,14079098.93766799,negcon,s2,157,119.55108759015673,0.7543259666605865,223.31383127365848,2023-07-04  10:45:30,2023-07-06  12:49:00
G03,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,128,112.92314188204996,0.7712160165922112,185.49436621057276,2023-07-04  10:46:00,2023-07-06  12:49:00
G03,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,232,137.58393654661984,0.7962720345024172,232.93013251936327,2023-07-04  10:46:00,2023-07-06  12:49:00
G04,PB000090,2,1,4e-10,10.0,negcon,s1,227,119.1742432197694,0.7835825297414696,196.80916840228392,2023-07-04  10:45:30,2023-07-06  12:49:00
G04,PB000090,2,1,4e-10,10.0,negcon,s2,252,129.66751753301514,0.8064939858427371,206.244990764229,2023-07-04  10:45:30,2023-07-06  12:49:00
G05,PB000097,1,1,1e-10,14079098.93766799,negcon,s1,201,124.6466775873909,0.8085075734183796,199.26046615006877,2023-07-04  10:22:30,2023-07-06  10:40:00
G05,PB000097,1,1,1e-10,14079098.93766799,negcon,s2,240,128.89201791768284,0.8164229543049712,217.430192040488,2023-07-04  10:22:30,2023-07-06  10:40:00
G06,PB000093,1,1,1e-10,14079098.93766799,negcon,s1,228,126.66440705096636,0.7622413763626179,220.91288662082405,2023-07-04  10:21:30,2023-07-06  10:40:00
G07,PB000095,1,1,1e-10,14079098.93766799,negcon,s1,210,143.56579888310176,0.8416660412396576,237.58324500945344,2023-07-04  10:22:00,2023-07-06  10:40:00
G07,PB000095,1,1,1e-10,14079098.93766799,negcon,s2,159,138.82553259886905,0.8214067040741987,216.58458804472164,2023-07-04  10:22:00,2023-07-06  10:40:00
G08,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,215,139.71861053111087,0.7827232264217546,230.21902670372685,2023-07-04  10:21:00,2023-07-06  10:40:00
G08,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,206,137.03926895352637,0.8118230159201736,218.10236659837125,2023-07-04  10:21:00,2023-07-06  10:40:00
G09,PB000101,1,1,1e-10,14079098.93766799,negcon,s1,89,100.45334147989468,0.8166311211534723,155.0637554901696,2023-07-04  10:23:30,2023-07-06  10:40:00
G09,PB000101,1,1,1e-10,14079098.93766799,negcon,s2,57,85.50266352354623,0.7849333814065858,153.98667586225636,2023-07-04  10:23:30,2023-07-06  10:40:00
G10,PB000093,1,1,1e-10,14079098.93766799,negcon,s1,238,134.81203297588826,0.8295964412162005,210.5645263718125,2023-07-04  10:21:30,2023-07-06  10:40:00
G10,PB000093,1,1,1e-10,14079098.93766799,negcon,s2,199,128.53075441798214,0.7537974198012731,220.26261897767975,2023-07-04  10:21:30,2023-07-06  10:40:00
G11,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,256,119.98531202269967,0.7825139697870916,207.6419758855061,2023-07-04  10:20:00,2023-07-06  10:40:00
G11,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,151,113.5998628734859,0.748551671753637,201.0563332373084,2023-07-04  10:20:00,2023-07-06  10:40:00
G12,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,79,146.6890841782669,0.7625610217556239,284.9832773176997,2023-07-04  10:20:30,2023-07-06  10:40:00
G12,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,46,130.0344964731239,0.8385219453803098,230.6562888276049,2023-07-04  10:20:30,2023-07-06  10:40:00
G13,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,147,110.06831113274792,0.7791696852229412,187.1847091173876,2023-07-04  10:20:00,2023-07-06  10:40:00
G13,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,156,113.95309541989924,0.7498157003735688,196.962231333849,2023-07-04  10:20:00,2023-07-06  10:40:00
G14,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,285,127.38782296022754,0.875235334659619,204.0247836364903,2023-07-04  10:46:00,2023-07-06  12:49:00
G14,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,261,131.8762947739751,0.8275340987605508,214.0696060952428,2023-07-04  10:46:00,2023-07-06  12:49:00
G15,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,75,106.6755154790177,0.8448124258180287,176.3857316704077,2023-07-04  10:20:30,2023-07-06  10:40:00
G15,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,73,116.24489275824806,0.7886346152142233,194.8305543826879,2023-07-04  10:20:30,2023-07-06  10:40:00
G16,PB000098,2,1,4e-10,10.0,negcon,s1,167,128.86216159558944,0.8459529082598154,230.63696856245983,2023-07-04  10:47:30,2023-07-06  12:49:00
G16,PB000098,2,1,4e-10,10.0,negcon,s2,288,127.3890775654928,0.810925203754178,215.99783323123097,2023-07-04  10:47:30,2023-07-06  12:49:00
G17,PB000091,0,0,3.90625e-11,10.0,poscon,s1,41,58.967163302165616,0.7498495426221685,112.42871058047628,2023-07-04  10:21:00,2023-07-06  10:40:00
G17,PB000091,0,0,3.90625e-11,10.0,poscon,s2,47,53.14027644822389,0.7362522719181052,145.89352140525804,2023-07-04  10:21:00,2023-07-06  10:40:00
G18,PB000094,1,1,1e-10,14079098.93766799,negcon,s1,186,134.21468896778646,0.7873828423186184,217.2340187844299,2023-07-04  10:46:30,2023-07-06  12:49:00
G18,PB000094,1,1,1e-10,14079098.93766799,negcon,s2,237,130.68112280002512,0.7854892622165325,209.61206447533877,2023-07-04  10:46:30,2023-07-06  12:49:00
G19,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,284,118.86229259344051,0.827609406808815,196.3358627445615,2023-07-04  10:20:00,2023-07-06  10:40:00
G19,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,249,112.63356859613565,0.8017513347743946,192.87988127462333,2023-07-04  10:20:00,2023-07-06  10:40:00
G20,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,173,113.51405809974425,0.7582110231438702,198.7610131023309,2023-07-04  10:21:00,2023-07-06  10:40:00
G20,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,256,135.26886985431156,0.8344334055903757,208.40901610013933,2023-07-04  10:21:00,2023-07-06  10:40:00
G21,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,48,72.21412529308921,0.8629984505528574,117.95590269961644,2023-07-04  10:20:00,2023-07-06  10:40:00
G21,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,69,16.75026006435644,0.9013137709907694,26.983370941047653,2023-07-04  10:20:00,2023-07-06  10:40:00
G22,PB000090,1,1,1e-10,14079098.93766799,negcon,s1,38,43.1826477413136,0.840239805024265,74.73655783008368,2023-07-04  10:45:30,2023-07-06  12:49:00
G22,PB000090,1,1,1e-10,14079098.93766799,negcon,s2,63,111.07305746856612,0.7435681691291588,209.750517369558,2023-07-04  10:45:30,2023-07-06  12:49:00
G23,PB000099,1,1,1e-10,14079098.93766799,negcon,s1,334,122.0359282936285,0.8033444143726279,192.04779825598845,2023-07-04  10:23:00,2023-07-06  10:40:00
G23,PB000099,1,1,1e-10,14079098.93766799,negcon,s2,351,111.12388484943187,0.778433080955284,188.77998922365933,2023-07-04  10:23:00,2023-07-06  10:40:00
H02,PB000094,1,1,1e-10,14079098.93766799,negcon,s1,261,118.311187236165,0.8485114196209238,193.42668097861483,2023-07-04  10:46:30,2023-07-06  12:49:00
H02,PB000094,1,1,1e-10,14079098.93766799,negcon,s2,252,117.4012077075187,0.7883010917454534,191.0136042442513,2023-07-04  10:46:30,2023-07-06  12:49:00
H03,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,214,137.1969220124189,0.7732837182054835,238.57595113655623,2023-07-04  10:21:00,2023-07-06  10:40:00
H03,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,258,125.3809324198858,0.7696234516635034,213.58895262083695,2023-07-04  10:21:00,2023-07-06  10:40:00
H04,PB000101,1,1,1e-10,14079098.93766799,negcon,s1,216,114.39985777741478,0.7612035826412982,208.4246461357855,2023-07-04  10:23:30,2023-07-06  10:40:00
H04,PB000101,1,1,1e-10,14079098.93766799,negcon,s2,188,133.55607462021248,0.8189447347893125,216.6977250748867,2023-07-04  10:23:30,2023-07-06  10:40:00
H05,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,163,126.14965105295678,0.7764288754399348,216.43640798499567,2023-07-04  10:21:00,2023-07-06  10:40:00
H05,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,235,128.46254577548348,0.7657049884422342,225.8521194048004,2023-07-04  10:21:00,2023-07-06  10:40:00
H06,PB000098,1,1,1e-10,14079098.93766799,negcon,s1,296,128.50323724975914,0.7781544353273652,213.65244957378508,2023-07-04  10:47:30,2023-07-06  12:49:00
H06,PB000098,1,1,1e-10,14079098.93766799,negcon,s2,211,125.89325076719524,0.7833213069068042,219.35663520139923,2023-07-04  10:47:30,2023-07-06  12:49:00
H07,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,286,128.21472149225113,0.8128473979628922,217.5850196592615,2023-07-04  10:20:30,2023-07-06  10:40:00
H07,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,242,133.88791513937315,0.7936186717803574,214.34827130473923,2023-07-04  10:20:30,2023-07-06  10:40:00
H08,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,256,133.77559872832666,0.7948505841271016,215.15014079435,2023-07-04  10:46:00,2023-07-06  12:49:00
H08,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,262,127.91645267748262,0.8197902474538247,207.5700802153601,2023-07-04  10:46:00,2023-07-06  12:49:00
H09,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,318,125.80748543725208,0.7919719600747405,200.90378116499232,2023-07-04  10:20:30,2023-07-06  10:40:00
H09,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,241,135.05164885539355,0.8441932366158488,205.5660101832096,2023-07-04  10:20:30,2023-07-06  10:40:00
H10,PB000095,1,1,1e-10,14079098.93766799,negcon,s1,244,131.63911953307007,0.8253778396733863,214.82175485779453,2023-07-04  10:22:00,2023-07-06  10:40:00
H10,PB000095,1,1,1e-10,14079098.93766799,negcon,s2,247,138.65120364757135,0.8268024692291392,227.1876431659879,2023-07-04  10:22:00,2023-07-06  10:40:00
H11,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,286,131.62807946811728,0.7560629545115728,222.29712330419545,2023-07-04  10:46:00,2023-07-06  12:49:00
H11,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,250,128.9755618303015,0.8322167528815776,210.07968958994007,2023-07-04  10:46:00,2023-07-06  12:49:00
H12,PB000093,3,0,3.90625e-11,10.0,poscon,s1,234,138.07938758251424,0.8178106693129512,224.7920793320544,2023-07-04  10:21:30,2023-07-06  10:40:00
H12,PB000093,3,0,3.90625e-11,10.0,poscon,s2,288,123.77269434561032,0.7856644382638562,207.09403358819657,2023-07-04  10:21:30,2023-07-06  10:40:00
H13,PB000094,2,1,4.0000000000000004e-11,1.0,negcon,s1,212,130.06547961597477,0.8161513106964862,214.46867126169604,2023-07-04  10:46:30,2023-07-06  12:49:00
H13,PB000094,2,1,4.0000000000000004e-11,1.0,negcon,s2,196,125.5595383331064,0.7649753020286973,213.9749923178702,2023-07-04  10:46:30,2023-07-06  12:49:00
H14,PB000093,1,1,1e-10,14079098.93766799,negcon,s1,273,129.2703999313569,0.809469197429618,215.35334222531225,2023-07-04  10:21:30,2023-07-06  10:40:00
H14,PB000093,1,1,1e-10,14079098.93766799,negcon,s2,221,125.18414849069228,0.8213698438675606,215.94977012707392,2023-07-04  10:21:30,2023-07-06  10:40:00
H15,PB000097,1,1,1e-10,14079098.93766799,negcon,s1,272,134.68560629310818,0.8053157498125101,225.1040022552615,2023-07-04  10:22:30,2023-07-06  10:40:00
H15,PB000097,1,1,1e-10,14079098.93766799,negcon,s2,243,129.23470145418963,0.8154621578290261,228.52912178271123,2023-07-04  10:22:30,2023-07-06  10:40:00
H16,PB000092,0,0,4.0000000000000004e-11,1.0,poscon,s1,187,100.49558652585011,0.7543930743351568,179.59252243033603,2023-07-04  10:46:00,2023-07-06  12:49:00
H16,PB000092,0,0,4.0000000000000004e-11,1.0,poscon,s2,263,124.1165822855257,0.8204839417815177,200.6932652610198,2023-07-04  10:46:00,2023-07-06  12:49:00
H17,PB000096,3,0,3.90625e-11,10.0,poscon,s1,44,59.32364067466041,0.789058068838935,111.82709554860612,2023-07-04  10:47:00,2023-07-06  12:49:00
H17,PB000096,3,0,3.90625e-11,10.0,poscon,s2,34,65.75402121451674,0.7482045281042691,100.390825421452,2023-07-04  10:47:00,2023-07-06  12:49:00
H18,PB000091,2,1,4e-10,10.0,negcon,s1,322,127.2956668510067,0.8043031608676458,210.25550468162533,2023-07-04  10:21:00,2023-07-06  10:40:00
H18,PB000091,2,1,4e-10,10.0,negcon,s2,286,136.62434106711302,0.8275896467410031,218.1878384007908,2023-07-04  10:21:00,2023-07-06  10:40:00
H19,PB000089,3,0,3.90625e-11,10.0,poscon,s1,236,125.37596485424154,0.792587289252275,207.77695295075955,2023-07-04  10:20:30,2023-07-06  10:40:00
H19,PB000089,3,0,3.90625e-11,10.0,poscon,s2,259,138.0234619527837,0.8350687780245507,220.9172321945552,2023-07-04  10:20:30,2023-07-06  10:40:00
H20,PB000095,3,0,4e-10,10.0,poscon,s1,238,135.43337079812656,0.8127428472251276,229.660986263628,2023-07-04  10:22:00,2023-07-06  10:40:00
H20,PB000095,3,0,4e-10,10.0,poscon,s2,203,128.90148503565337,0.8004327890207006,211.68769497336223,2023-07-04  10:22:00,2023-07-06  10:40:00
H21,PB000097,3,0,4.0000000000000004e-11,1.0,poscon,s1,234,118.83033375502444,0.771351099930723,204.71780556910528,2023-07-04  10:22:30,2023-07-06  10:40:00
H21,PB000097,3,0,4.0000000000000004e-11,1.0,poscon,s2,178,123.09696056294744,0.7431738661567304,205.75367008754336,2023-07-04  10:22:30,2023-07-06  10:40:00
H22,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,80,94.71795025332852,0.7957985921516088,169.08458962569745,2023-07-04  10:20:00,2023-07-06  10:40:00
H22,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,70,98.47318514664768,0.7639596281299634,167.08240342208987,2023-07-04  10:20:00,2023-07-06  10:40:00
H23,PB000100,0,0,3.90625e-11,10.0,poscon,s1,344,122.83285865363428,0.7826363640505118,204.8543874627209,2023-07-04  10:48:00,2023-07-06  12:49:00
H23,PB000100,0,0,3.90625e-11,10.0,poscon,s2,354,121.5984238216555,0.7813366185323207,206.63696209127636,2023-07-04  10:48:00,2023-07-06  12:49:00
